,"(0, 0)","(0, 1)"
7130,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8685382040167879}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1476.0763107217567}}"
7131,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.029271275353011668}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2524.879570809045}}"
7132,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6863602492679057}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2174.8700612025004}}"
7133,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6433539397037127}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1106.8488310988403}}"
7134,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9258370533309414}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7847.064754318516}}"
7135,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.844223877659668}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1513.9701603368205}}"
7136,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.35598169042245564}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3575.9241195741242}}"
7137,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9853155635011546}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5392.791392013672}}"
7138,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4037645903374552}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7416.015085254653}}"
7139,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9407110667733231}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2961.656930075765}}"
7140,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9644027911121857}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1070.057114894877}}"
7141,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5441958796081764}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3368.9460002049473}}"
7142,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.30049197992801857}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4378.074631603224}}"
7143,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9954160422760028}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7417.8404496598305}}"
7144,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8812442811802045}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4514.967372307353}}"
7145,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8517381627697664}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 931.1118705230431}}"
7146,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.28477824364803184}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4010.765742494606}}"
7147,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.46959705949839986}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7600.520769012639}}"
7148,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.44005179994465143}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4873.763657374921}}"
7149,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5565251625963556}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6501.792133059595}}"
7150,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.01593723296152011}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4193.739366959645}}"
7151,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.13203994720662854}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1139.6756734955009}}"
7152,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.12031918861049369}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6818.780808106762}}"
7153,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5421398713580999}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2508.3125894306627}}"
7154,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.49051958015440417}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6412.917443862976}}"
7155,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6657700804542744}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3785.6552382543778}}"
7156,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.943440926762496}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 734.0020892204321}}"
7157,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.19169804830489345}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4883.982677368548}}"
7158,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8702326857008256}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5400.460956481947}}"
7159,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.24065422987733803}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2587.8986454123037}}"
7160,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.06550625296711758}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6458.559468974394}}"
7161,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10278324532520874}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3954.185548319787}}"
7162,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.843356924629719}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4659.118223907825}}"
7163,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3990559847955102}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7026.187236374093}}"
7164,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.27460616049570113}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4013.2981906308964}}"
7165,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6532143809594431}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2289.685780567547}}"
7166,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5498242941156974}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3452.358766303255}}"
7167,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5279166031917447}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5041.611460117455}}"
7168,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8991547179712653}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1735.4856005082731}}"
7169,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.438845997444419}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2452.315602237257}}"
7170,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.39330156007150735}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7175.211022762138}}"
7171,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11126709582935788}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5561.822561636958}}"
7172,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5722533279370728}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7619.960003557214}}"
7173,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9884701323697571}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6327.309868820888}}"
7174,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5502993778450017}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6180.988649418851}}"
7175,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.33805642271633146}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5062.55891803311}}"
7176,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7219685940683491}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3431.180257111425}}"
7177,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7881316640051446}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2248.798555109865}}"
7178,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.07878312097115629}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 197.3342887622686}}"
7179,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.23179928846284598}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 786.2634367468648}}"
7180,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6896010955722474}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7597.535941818065}}"
7181,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9394221704530012}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7358.734803307255}}"
7182,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4704852161297131}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3909.3653755629102}}"
7183,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6145863279171192}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4765.755996308487}}"
7184,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8726359472045899}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 290.0076495697157}}"
7185,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.46684555480104417}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3119.6468452991467}}"
7186,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8607121562111246}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 630.0102735327305}}"
7187,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9028679500629663}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6306.057050062479}}"
7188,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9433045218848888}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6397.249096338533}}"
7189,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.05808143470950923}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2896.6077269710663}}"
7190,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8633956271618096}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4507.952752669265}}"
7191,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.762238392872086}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3021.8888328491735}}"
7192,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3414058579123414}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6194.785235229091}}"
7193,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.13782611493180877}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3588.8727002866863}}"
7194,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8470009426340852}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3904.8662086216473}}"
7195,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.09749093424898157}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6098.479091704115}}"
7196,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.914090699524216}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2699.99625302379}}"
7197,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.020428063824303382}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 497.0294579818228}}"
7198,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8990497930424215}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6470.523902088295}}"
7199,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5794929861617016}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3062.4133592334633}}"
7200,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.587023998617047}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3966.324956874788}}"
7201,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.05369922626916652}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 535.0992266661722}}"
7202,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.23176943016482132}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1713.799583754212}}"
7203,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2037222031662075}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 706.3266027745786}}"
7204,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8346899951363729}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6915.439877750631}}"
7205,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11730783094023538}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1543.2820764714106}}"
7206,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6172863088390993}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2429.6753496825036}}"
7207,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3022887476818582}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1796.522772049783}}"
7208,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8584361537470582}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5447.146971917963}}"
7209,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6031353535257172}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2418.5782833528597}}"
7210,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.33207354984124005}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 238.79745669019874}}"
7211,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5314122547543176}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7392.9950889669835}}"
7212,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4469492511401155}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6779.855227651288}}"
7213,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7081667004436745}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6894.659305220844}}"
7214,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5659923485523586}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1706.0319477610917}}"
7215,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4633240527875412}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3309.8908376843056}}"
7216,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2814863356457645}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6271.628929003719}}"
7217,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8449339727185391}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 238.5968568964872}}"
7218,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8858471819981157}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2843.240569075544}}"
7219,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.014580583177928647}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4157.698351970623}}"
7220,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.787654719241449}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7322.731557481349}}"
7221,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7743718722378344}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6215.4707414275745}}"
7222,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2265854269252937}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4332.607329598575}}"
7223,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.23261376285069194}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1312.468792327873}}"
7224,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1844545926904421}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2327.188145614347}}"
7225,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.37479574801818843}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1172.9349328476487}}"
7226,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3439090152153542}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1077.1808082554398}}"
7227,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.06361892552112554}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4175.458984936392}}"
7228,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3270386711016138}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4697.160054280766}}"
7229,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.14825575920443193}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7025.939107733731}}"
7230,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3186697188562854}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4598.279118410166}}"
7231,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3177367814567186}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 699.281865077}}"
7232,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.990847608365846}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 547.8000086966792}}"
7233,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5934570676250659}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4328.435169330009}}"
7234,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4426899820808143}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6511.560053601541}}"
7235,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7647250086825299}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4457.129269649412}}"
7236,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.30740171881643663}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1869.3815931582253}}"
7237,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4843885106110068}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4149.514616186612}}"
7238,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.27271648742879656}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1461.2524950623726}}"
7239,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4377965694585018}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7142.756171453176}}"
7240,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5929058349951719}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4736.9579721953905}}"
7241,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6832642610319589}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1490.5483013032022}}"
7242,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9120353912182533}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2524.183910889105}}"
7243,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.35654170438392063}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4883.22531497711}}"
7244,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.22058480376955472}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5257.668550547543}}"
7245,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5226432790672395}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 100.41902507832667}}"
7246,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9134654996146147}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5397.610036887718}}"
7247,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.13695021001125737}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4440.990548073565}}"
7248,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7908796843401639}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5573.816620719558}}"
7249,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.931964852855181}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 563.8975853826506}}"
7250,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.30074237169600976}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1887.8891115189765}}"
7251,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7082792399645567}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5332.677966056107}}"
7252,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8316991711451022}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1463.1420599141252}}"
7253,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7249212818398713}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6954.435698759012}}"
7254,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5552883875064656}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3599.1067306080545}}"
7255,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8693385434259884}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3357.489234035181}}"
7256,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.46058223190457337}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 171.56974772832206}}"
7257,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.09840710046620811}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1943.1005647780928}}"
7258,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.995150986190891}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7892.164403230675}}"
7259,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5427918282471701}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5973.29478720737}}"
7260,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.050828408852132155}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4713.756073024674}}"
7261,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18043015763499284}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6760.35671029907}}"
7262,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5780492468063193}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2985.110301196372}}"
7263,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7009386698111462}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7719.05968604671}}"
7264,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.20243513982815106}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3059.6743426254384}}"
7265,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9879212041115532}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5511.245846904575}}"
7266,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4948388848716712}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3332.614568517847}}"
7267,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3225626188137042}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4331.481546608857}}"
7268,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6328387988902078}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5869.509302463834}}"
7269,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9229493425202795}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 569.4694171623306}}"
7270,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3198369983362564}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7212.085684047672}}"
7271,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.40772555600095584}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4960.212076930128}}"
7272,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5635535280544599}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4904.461227403923}}"
7273,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.848637195667453}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 608.6262587443482}}"
7274,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.797971394445128}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5648.371710390263}}"
7275,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.06286946334406762}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1326.3618453889742}}"
7276,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.847327252001465}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4029.2618588830687}}"
7277,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.08557529843297047}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5197.423972053218}}"
7278,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.27585813314403385}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5800.151209326565}}"
7279,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7018397511035145}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5536.870393441141}}"
7280,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9295652334767612}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6660.903436027622}}"
7281,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.21660149206322907}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1590.9383367740425}}"
7282,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7123071459921579}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1163.6150144081535}}"
7283,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6309174876960071}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3493.1312060264545}}"
7284,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8944102596266335}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4915.832136032177}}"
7285,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4343892421537656}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2700.2396187280956}}"
7286,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8289887462382853}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3416.3113086100766}}"
7287,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5430499350734499}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6349.133013883098}}"
